item_id,source_type,image_path,display_name,description,target_group,recommendation_role,normalized_category,product_family,normalized_color,color_detail,color_tone,normalized_pattern,section_theme,article_id,product_code,product_type_name,product_group_name,index_name,index_group_name,section_name,department_name,garment_group_name,image_relative_path
0541985002,catalog,data/processed/demo_images/054/0541985002.jpg,MAX HALF ZIP,"Hooded top in sweatshirt fabric with a lined drawstring hood and zip at the top. Dropped shoulders, long sleeves, kangaroo pocket and ribbing at the cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_smart,541985002,541985,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0541985002.jpg
0542039004,catalog,data/processed/demo_images/054/0542039004.jpg,RON SWEATER,"Jumper knitted in a soft, fine modal and cotton blend with ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,blue,dark blue,bright,print,contemporary_smart,542039004,542039,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542039004.jpg
0542039005,catalog,data/processed/demo_images/054/0542039005.jpg,RON SWEATER,"Jumper knitted in a soft, fine modal and cotton blend with ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,print,contemporary_smart,542039005,542039,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542039005.jpg
0542049001,catalog,data/processed/demo_images/054/0542049001.jpg,MOLDON,Fine-knit jumper in a soft modal and cotton blend with a ribbed turtle neck and long sleeves.,men,top,sweater,upper_body,black,black,dark,solid,contemporary_smart,542049001,542049,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542049001.jpg
0542049005,catalog,data/processed/demo_images/054/0542049005.jpg,MOLDON,Fine-knit jumper in a soft modal and cotton blend with a ribbed turtle neck and long sleeves.,men,top,sweater,upper_body,white,white,light,melange,contemporary_smart,542049005,542049,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542049005.jpg
0542051002,catalog,data/processed/demo_images/054/0542051002.jpg,LUMIERE,"Jumper in a soft knit containing some alpaca wool with a ribbed turtleneck collar, long raglan sleeves and ribbing at the cuffs and hem.",men,top,sweater,upper_body,black,black,dark,contrast,contemporary_smart,542051002,542051,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542051002.jpg
0542051003,catalog,data/processed/demo_images/054/0542051003.jpg,LUMIERE,"Jumper in a soft knit containing some alpaca wool with a ribbed turtleneck collar, long raglan sleeves and ribbing at the cuffs and hem.",men,top,sweater,upper_body,orange,dark orange,dark,solid,contemporary_smart,542051003,542051,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0542051003.jpg
0543179001,catalog,data/processed/demo_images/054/0543179001.jpg,MASON HEAVY R-NECK,"Top in sturdy sweatshirt fabric made from a cotton blend with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,dusty light,melange,basics,543179001,543179,Sweater,Garment Upper body,Menswear,Menswear,Men Underwear,Basics,Jersey Basic,054\0543179001.jpg
0544254002,catalog,data/processed/demo_images/054/0544254002.jpg,NEVADA,"Jumper in a soft, jacquard-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,patterned,contemporary_smart,544254002,544254,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0544254002.jpg
0546278001,catalog,data/processed/demo_images/054/0546278001.jpg,Ece fleece,"Top in sweatshirt fabric with gently dropped shoulders, long sleeves and contrasting-colour zips in the sides. Ribbing around the neckline, cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,black,black,dark,solid,men_project,546278001,546278,Sweater,Garment Upper body,Menswear,Menswear,Men Project,Projects,Unknown,054\0546278001.jpg
0546300003,catalog,data/processed/demo_images/054/0546300003.jpg,Mads knitted roundneck,"Jumper knitted in a soft wool blend with ribbing around the neckline, cuffs and hem. Front in contrasting chenille yarn.",men,top,sweater,upper_body,black,black,dark,solid,men_project,546300003,546300,Sweater,Garment Upper body,Menswear,Menswear,Men Project,Projects,Unknown,054\0546300003.jpg
0546730002,catalog,data/processed/demo_images/054/0546730002.jpg,KANE,"Jumper knitted in a soft, textured wool blend with long sleeves with ribbed cuffs and a rounded hem.",men,top,sweater,upper_body,brown,yellowish brown,medium dusty,textured,contemporary_smart,546730002,546730,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0546730002.jpg
0546730004,catalog,data/processed/demo_images/054/0546730004.jpg,KANE,"Jumper knitted in a soft, textured wool blend with long sleeves with ribbed cuffs and a rounded hem.",men,top,sweater,upper_body,blue,blue,medium dusty,solid,contemporary_smart,546730004,546730,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0546730004.jpg
0546730005,catalog,data/processed/demo_images/054/0546730005.jpg,KANE,"Jumper knitted in a soft, textured wool blend with long sleeves with ribbed cuffs and a rounded hem.",men,top,sweater,upper_body,black,black,dark,solid,contemporary_smart,546730005,546730,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0546730005.jpg
0546745002,catalog,data/processed/demo_images/054/0546745002.jpg,James B R-neck,"Jumper in a textured, premium cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,blue,dark blue,dark,solid,tailoring,546745002,546745,Sweater,Garment Upper body,Menswear,Menswear,Men Suits & Tailoring,Knitwear,Knitwear,054\0546745002.jpg
0547300001,catalog,data/processed/demo_images/054/0547300001.jpg,Harley Sweater,"Long-sleeved top in sweatshirt fabric with quilted details, zips in the sides and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,solid,contemporary_street,547300001,547300,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,054\0547300001.jpg
0547300002,catalog,data/processed/demo_images/054/0547300002.jpg,Harley Sweater,"Long-sleeved top in sweatshirt fabric with quilted details, zips in the sides and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,solid,contemporary_street,547300002,547300,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,054\0547300002.jpg
0547300003,catalog,data/processed/demo_images/054/0547300003.jpg,Harley Sweater,"Long-sleeved top in sweatshirt fabric with quilted details, zips in the sides and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,melange,contemporary_street,547300003,547300,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,054\0547300003.jpg
0547300004,catalog,data/processed/demo_images/054/0547300004.jpg,Harley Sweater,"Long-sleeved top in sweatshirt fabric with quilted details, zips in the sides and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,khaki green,greenish khaki,dark,solid,contemporary_street,547300004,547300,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,054\0547300004.jpg
0547465001,catalog,data/processed/demo_images/054/0547465001.jpg,Leslie stripe/trash,"Striped jumper in a soft cotton blend with ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,stripe,contemporary_street,547465001,547465,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Knitwear,Knitwear,054\0547465001.jpg
0548179001,catalog,data/processed/demo_images/054/0548179001.jpg,Crowd printed hood,"Patterned top in sweatshirt fabric with a lined, drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,black,black,dark,patterned,men_project,548179001,548179,Sweater,Garment Upper body,Menswear,Menswear,Men Project,Projects,Unknown,054\0548179001.jpg
0548187001,catalog,data/processed/demo_images/054/0548187001.jpg,Rick mockneck,"Top in sweatshirt fabric made from a cotton blend with a ribbed turtle neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,blue,dark blue,bright,solid,men_project,548187001,548187,Sweater,Garment Upper body,Menswear,Menswear,Men Project,Projects,Unknown,054\0548187001.jpg
0549358001,catalog,data/processed/demo_images/054/0549358001.jpg,NOAH,Fine-knit cotton jumper with long sleeves and roll edges.,men,top,sweater,upper_body,black,black,dark,solid,contemporary_smart,549358001,549358,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0549358001.jpg
0549358004,catalog,data/processed/demo_images/054/0549358004.jpg,NOAH,Fine-knit cotton jumper with long sleeves and roll edges.,men,top,sweater,upper_body,green,dark green,dark,melange,contemporary_smart,549358004,549358,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0549358004.jpg
0549358005,catalog,data/processed/demo_images/054/0549358005.jpg,NOAH,Fine-knit cotton jumper with long sleeves and roll edges.,men,top,sweater,upper_body,grey,light grey,dusty light,melange,contemporary_smart,549358005,549358,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Knitwear,Knitwear,054\0549358005.jpg
0549896003,catalog,data/processed/demo_images/054/0549896003.jpg,JALEN,"Top in sweatshirt fabric with a wrapover shawl collar, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,grey,dark grey,dark,melange,contemporary_smart,549896003,549896,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0549896003.jpg
0549896006,catalog,data/processed/demo_images/054/0549896006.jpg,JALEN,"Top in sweatshirt fabric with a wrapover shawl collar, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,blue,dark blue,dark,solid,contemporary_smart,549896006,549896,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0549896006.jpg
0549896007,catalog,data/processed/demo_images/054/0549896007.jpg,JALEN SHAWLCOLLAR,"Top in sweatshirt fabric with a wrapover shawl collar, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,black,black,dark,melange,contemporary_smart,549896007,549896,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0549896007.jpg
0549896009,catalog,data/processed/demo_images/054/0549896009.jpg,JALEN SHAWLCOLLAR,"Top in sweatshirt fabric with a wrapover shawl collar, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",men,top,sweater,upper_body,grey,dark grey,dark,melange,contemporary_smart,549896009,549896,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Smart,Jersey Fancy,Jersey Fancy,054\0549896009.jpg
0550386004,catalog,data/processed/demo_images/055/0550386004.jpg,Lee hood,"Jumper in fine-knit cotton with a drawstring hood with a wrapover front. Dropped shoulders, long sleeves with ribbed cuffs, and slits in the sides. Slightly longer at the back.",men,top,sweater,upper_body,khaki green,greenish khaki,dark,solid,casual,550386004,550386,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Casual,Knitwear,Knitwear,055\0550386004.jpg
0550386005,catalog,data/processed/demo_images/055/0550386005.jpg,Lee hood,"Jumper in fine-knit cotton with a drawstring hood with a wrapover front. Dropped shoulders, long sleeves with ribbed cuffs, and slits in the sides. Slightly longer at the back.",men,top,sweater,upper_body,blue,dark blue,dark,melange,casual,550386005,550386,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Casual,Knitwear,Knitwear,055\0550386005.jpg
0550827002,catalog,data/processed/demo_images/055/0550827002.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,blue,blue,dusty light,solid,men_edition,550827002,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827002.jpg
0550827005,catalog,data/processed/demo_images/055/0550827005.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,melange,men_edition,550827005,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827005.jpg
0550827007,catalog,data/processed/demo_images/055/0550827007.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,red,red,bright,melange,men_edition,550827007,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827007.jpg
0550827008,catalog,data/processed/demo_images/055/0550827008.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,melange,men_edition,550827008,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827008.jpg
0550827012,catalog,data/processed/demo_images/055/0550827012.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,solid,men_edition,550827012,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827012.jpg
0550827016,catalog,data/processed/demo_images/055/0550827016.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,blue,dark blue,dark,melange,men_edition,550827016,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827016.jpg
0550827017,catalog,data/processed/demo_images/055/0550827017.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,khaki green,greenish khaki,dark,melange,men_edition,550827017,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827017.jpg
0550827018,catalog,data/processed/demo_images/055/0550827018.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,solid,men_edition,550827018,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827018.jpg
0550827019,catalog,data/processed/demo_images/055/0550827019.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,lilac purple,dark purple,bright,melange,men_edition,550827019,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827019.jpg
0550827020,catalog,data/processed/demo_images/055/0550827020.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,turquoise,turquoise,medium,melange,men_edition,550827020,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827020.jpg
0550827021,catalog,data/processed/demo_images/055/0550827021.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,green,yellow,bright,solid,men_edition,550827021,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827021.jpg
0550827022,catalog,data/processed/demo_images/055/0550827022.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,red,dark red,dark,melange,men_edition,550827022,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827022.jpg
0550827023,catalog,data/processed/demo_images/055/0550827023.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,red,red,bright,melange,men_edition,550827023,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827023.jpg
0550827025,catalog,data/processed/demo_images/055/0550827025.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,mole,dark pink,medium dusty,melange,men_edition,550827025,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827025.jpg
0550827033,catalog,data/processed/demo_images/055/0550827033.jpg,SAFFRON crewneck (1),"Top in a soft, gently draping silk and cotton blend with gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,brown,yellowish brown,dark,melange,men_edition,550827033,550827,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550827033.jpg
0550846001,catalog,data/processed/demo_images/055/0550846001.jpg,PURE V-neck,"V-neck, long-sleeved jumper in boiled wool in a straight-cut relaxed fit with ribbing around the neckline cuffs and hem.",men,top,sweater,upper_body,blue,dark blue,dark,solid,men_edition,550846001,550846,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550846001.jpg
0550846003,catalog,data/processed/demo_images/055/0550846003.jpg,PURE V-neck,"V-neck, long-sleeved jumper in boiled wool in a straight-cut relaxed fit with ribbing around the neckline cuffs and hem.",men,top,sweater,upper_body,red,dark red,dark,solid,men_edition,550846003,550846,Sweater,Garment Upper body,Menswear,Menswear,Men Edition,Knitwear,Knitwear,055\0550846003.jpg
0551044001,catalog,data/processed/demo_images/055/0551044001.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,lilac purple,dark purple,bright,print,contemporary_street,551044001,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044001.jpg
0551044002,catalog,data/processed/demo_images/055/0551044002.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,green,dark green,dark,print,contemporary_street,551044002,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044002.jpg
0551044003,catalog,data/processed/demo_images/055/0551044003.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044003,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044003.jpg
0551044005,catalog,data/processed/demo_images/055/0551044005.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,stripe,contemporary_street,551044005,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044005.jpg
0551044009,catalog,data/processed/demo_images/055/0551044009.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,print,contemporary_street,551044009,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044009.jpg
0551044011,catalog,data/processed/demo_images/055/0551044011.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,pink,light pink,light,print,contemporary_street,551044011,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044011.jpg
0551044013,catalog,data/processed/demo_images/055/0551044013.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,embroidered,contemporary_street,551044013,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044013.jpg
0551044015,catalog,data/processed/demo_images/055/0551044015.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,solid,contemporary_street,551044015,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044015.jpg
0551044017,catalog,data/processed/demo_images/055/0551044017.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,print,contemporary_street,551044017,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044017.jpg
0551044018,catalog,data/processed/demo_images/055/0551044018.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,beige,light beige,dusty light,embroidered,contemporary_street,551044018,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044018.jpg
0551044020,catalog,data/processed/demo_images/055/0551044020.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044020,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044020.jpg
0551044028,catalog,data/processed/demo_images/055/0551044028.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,embroidered,contemporary_street,551044028,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044028.jpg
0551044030,catalog,data/processed/demo_images/055/0551044030.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044030,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044030.jpg
0551044033,catalog,data/processed/demo_images/055/0551044033.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,red,dark red,dark,print,contemporary_street,551044033,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044033.jpg
0551044035,catalog,data/processed/demo_images/055/0551044035.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,embroidered,contemporary_street,551044035,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044035.jpg
0551044037,catalog,data/processed/demo_images/055/0551044037.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,medium dusty,stripe,contemporary_street,551044037,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044037.jpg
0551044038,catalog,data/processed/demo_images/055/0551044038.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,stripe,contemporary_street,551044038,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044038.jpg
0551044043,catalog,data/processed/demo_images/055/0551044043.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044043,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044043.jpg
0551044044,catalog,data/processed/demo_images/055/0551044044.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,grey,grey,dusty light,print,contemporary_street,551044044,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044044.jpg
0551044045,catalog,data/processed/demo_images/055/0551044045.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,patterned,contemporary_street,551044045,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044045.jpg
0551044046,catalog,data/processed/demo_images/055/0551044046.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,white,white,light,print,contemporary_street,551044046,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044046.jpg
0551044047,catalog,data/processed/demo_images/055/0551044047.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044047,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044047.jpg
0551044048,catalog,data/processed/demo_images/055/0551044048.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,khaki green,greenish khaki,medium dusty,print,contemporary_street,551044048,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044048.jpg
0551044050,catalog,data/processed/demo_images/055/0551044050.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,beige,light beige,dusty light,print,contemporary_street,551044050,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044050.jpg
0551044051,catalog,data/processed/demo_images/055/0551044051.jpg,Printed Sweatshirt 19.99,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem.",men,top,sweater,upper_body,black,black,dark,print,contemporary_street,551044051,551044,Sweater,Garment Upper body,Menswear,Menswear,Contemporary Street,Jersey Fancy,Jersey Fancy,055\0551044051.jpg
